,ip,label
843934,2001:470:51c5:babe::96:1,0
843935,2001:470:51c5:babe::95:1,0
843936,2001:470:51c5:babe::94:1,0
843937,2001:470:51c5:babe::93:1,0
843938,2001:470:51c5:babe::92:1,0
843939,2001:470:51c5:babe::91:1,0
843940,2001:470:51c5:babe::90:1,0
843941,2001:470:51c5:babe::8:1,0
843942,2001:470:51c5:babe::88:1,0
843943,2001:470:51c5:babe::85:1,0
843944,2001:470:51c5:babe::84:1,0
843945,2001:470:51c5:babe::83:1,0
843946,2001:470:51c5:babe::82:1,0
843947,2001:470:51c5:babe::81:1,0
843948,2001:470:51c5:babe::80:1,0
843949,2001:470:51c5:babe::7:1,0
843950,2001:470:51c5:babe::79:1,0
843951,2001:470:51c5:babe::78:1,0
843952,2001:470:51c5:babe::77:1,0
843953,2001:470:51c5:babe::75:1,0
843954,2001:470:51c5:babe::74:1,0
843955,2001:470:51c5:babe::73:1,0
843956,2001:470:51c5:babe::71:1005,0
843957,2001:470:51c5:babe::71:1004,0
843958,2001:470:51c5:babe::71:1003,0
843959,2001:470:51c5:babe::71:1002,0
843960,2001:470:51c5:babe::71:1,0
843961,2001:470:51c5:babe::70:1,0
843962,2001:470:51c5:babe::6:1,0
843963,2001:470:51c5:babe::68:1,0
843964,2001:470:51c5:babe::62:1,0
843965,2001:470:51c5:babe::60:1,0
843966,2001:470:51c5:babe::5:1,0
843967,2001:470:51c5:babe::59:1,0
843968,2001:470:51c5:babe::58:1,0
843969,2001:470:51c5:babe::57:1,0
843970,2001:470:51c5:babe::4:1,0
843971,2001:470:51c5:babe::3:1,0
843972,2001:470:51c5:babe::2:1,0
843973,2001:470:51c5:babe::22:1,0
843974,2001:470:51c5:babe::19:1,0
843975,2001:470:51c5:babe::18:1,0
843976,2001:470:51c5:babe::16:1,0
843977,2001:470:51c5:babe::14:1,0
843978,2001:470:51c5:babe::13:1,0
843979,2001:470:51c5:babe::125:1,0
843980,2001:470:51c5:babe::121:1,0
843981,2001:470:51c5:babe::120:1,0
843982,2001:470:51c5:babe::119:1,0
843983,2001:470:51c5:babe::118:1,0
843984,2001:470:51c5:babe::117:1,0
843985,2001:470:51c5:babe::116:1,0
843986,2001:470:51c5:babe::115:1,0
843987,2001:470:51c5:babe::114:1,0
843988,2001:470:51c5:babe::113:1,0
843989,2001:470:51c5:babe::10:1,0
843990,2001:470:51c5:babe::101:1,0
843991,2001:470:51c5:babe::1,0
844024,2001:470:50f7:cdcd::face,0
844198,2001:470:4b:1f4::c0de,0
844506,2001:470:36:77b::bad:cafe,0
844525,2001:470:36:1224:666:13:face:80,2
844990,2001:470:30:84:20c:29ff:feed:7fa0,1
845167,2001:470:28:8ba::feed:dead,0
845228,2001:470:28:605::b00b,0
845292,2001:470:28:402::dead,0
845294,2001:470:28:3ef::cafe,0
845377,2001:470:28:17:0:c0de:cafe:4,0
845378,2001:470:28:17:0:c0de:cafe:3,0
845379,2001:470:28:17:0:c0de:cafe:2,0
845380,2001:470:28:17:0:c0de:cafe:1,0
845757,2001:470:26:bc::c001,0
845963,2001:470:24:63d:b19:b00b:babe:cafe,2
846618,2001:470:2027:c001::77:100,0
846996,2001:470:1f1b:473:7f00:1:dead:beef,2
847330,2001:470:1f15:89a:216:3eff:feed:f516,1
847406,2001:470:1f15:7ab::dead,0
847425,2001:470:1f15:6f6:dead:beef:cafe:0,0
848030,2001:470:1f13:bfb:dead:beef:0:666,0
848031,2001:470:1f13:bfb:dead:beef:0:1010,0
848032,2001:470:1f13:bfb:dead:beef:0:1,0
848064,2001:470:1f13:896:0:c0de:15:11fe,0
848122,2001:470:1f13:14e::dead:beef,0
848670,2001:470:1f0f:a1b:0:dead:beef:cafe,0
848910,2001:470:1f0b:ee1::babe,0
848951,2001:470:1f0b:d6:dead:beef:dead:beef,0
849296,2001:470:1f0b:18e4::cafe,0
849325,2001:470:1f0b:139::feed:beef,0
849339,2001:470:1f0b:1146::dead,0
850054,2001:470:1f09:a75::dead,0
850092,2001:470:1f09:794::bad:face,0
850093,2001:470:1f09:794::bad:c0de,0
850104,2001:470:1f09:6c0:beef:beef:beef:beef,0
850152,2001:470:1f09:349:c0de:ed:fa:cade,0
850153,2001:470:1f09:349::bad:babe,0
850500,2001:470:1f07:bf8::bad:cafe,0
850534,2001:470:1f07:89::dead:beef,0
850565,2001:470:1f07:46c:feed::c14a,0
850566,2001:470:1f07:46c:feed::4f48,0
851429,2001:470:1d:530:0:cafe:dead:beef,0
851477,2001:470:1d58:cafe::2,0
851478,2001:470:1d25::face:dd,0
851479,2001:470:1d25::face:cc,0
851480,2001:470:1d25::face:bb,0
851481,2001:470:1d25::face:b100,0
851482,2001:470:1d25::face:aa,0
851483,2001:470:1d25::face:90,0
851484,2001:470:1d25::face:60,0
851624,2001:470:1b54::dead:beef,0
851625,2001:470:1b54::dead:babe,0
851626,2001:470:1b54::cafe:c0de,0
851930,2001:470:1:9::c001,0
852451,2001:470:1:675:20c:29ff:feed:6b4f,1
853401,2001:470:1:299::feed:255,0
853904,2001:470:19:e39::babe,0
853992,2001:470:18e1:beef::6,0
860661,2001:468:c80:a202:0:b0f9:0:c0de,0
861906,2001:468:1af4:303:face:b00c:3333:a3f,0
861907,2001:468:1af4:303:face:b00c:3333:7020,2
861908,2001:468:1af4:303:face:b00c:0:a7,0
861909,2001:468:1af4:303:face:b00c:0:358e,2
862501,2001:4600:9:30c:face:b00c:3333:a3f,0
862502,2001:4600:9:30c:face:b00c:3333:7020,2
862503,2001:4600:9:30c:face:b00c:0:a7,0
862504,2001:4600:9:30c:face:b00c:0:358e,2
862505,2001:4600:9:30b:face:b00c:3333:a3f,0
862506,2001:4600:9:30b:face:b00c:3333:7020,2
862507,2001:4600:9:30b:face:b00c:0:a7,0
862508,2001:4600:9:30b:face:b00c:0:358e,2
862639,2001:4600:9:303::2:c001,0
862878,2001:4600:5::dead,0
862880,2001:4600:5::cafe,0
862882,2001:4600:5::beef,0
863112,2001:4546:1000:1004:face:b00c:3333:a3f,0
863113,2001:4546:1000:1004:face:b00c:0:a7,0
863114,2001:4546:1000:1004:face:b00c:0:358e,2
863115,2001:4546:1000:1003:face:b00c:3333:a3f,0
863116,2001:4546:1000:1003:face:b00c:0:a7,0
863117,2001:4546:1000:1003:face:b00c:0:358e,2
863118,2001:4546:1000:1002:face:b00c:3333:a3f,0
863119,2001:4546:1000:1002:face:b00c:0:a7,0
863120,2001:4546:1000:1002:face:b00c:0:358e,2
863121,2001:4546:1000:1001:face:b00c:3333:a3f,0
863122,2001:4546:1000:1001:face:b00c:0:a7,0
863123,2001:4546:1000:1001:face:b00c:0:358e,2
863956,2001:44d0:1111:31:face:b00c:3333:a3f,0
863957,2001:44d0:1111:31:face:b00c:0:a7,0
864406,2001:44b8:5121:5800:0:ed1:face:2,0
864526,2001:44b8:3166:9f00:dead:beef:cafe:4,2
864589,2001:44b8:256:5d11:b19:b00b:cafe:babe,2
864683,2001:44b8:1114:6700:5054:ff:fede:face,1
865072,2001:4488:0:97:face:b00c:3333:a3f,0
865073,2001:4488:0:97:face:b00c:3333:7020,2
865074,2001:4488:0:97:face:b00c:3333:1b26,2
865075,2001:4488:0:97:face:b00c:1155:a59,2
865076,2001:4488:0:97:face:b00c:0:a7,0
865077,2001:4488:0:97:face:b00c:0:358e,2
865605,2001:4458:4000:842a:face:b00c:3333:a3f,0
865606,2001:4458:4000:842a:face:b00c:3333:7020,2
865607,2001:4458:4000:842a:face:b00c:0:a7,0
865608,2001:4458:4000:842a:face:b00c:0:358e,2
865629,2001:4458:4000:8426:face:b00c:4444:5067,2
865630,2001:4458:4000:8426:face:b00c:3333:a3f,0
865631,2001:4458:4000:8426:face:b00c:3333:7020,2
865632,2001:4458:4000:8426:face:b00c:3333:1b26,2
865633,2001:4458:4000:8426:face:b00c:1155:a59,2
865634,2001:4458:4000:8426:face:b00c:0:a7,0
865635,2001:4458:4000:8426:face:b00c:0:358e,2
865677,2001:4458:4000:42a:face:b00c:3333:a3f,0
865678,2001:4458:4000:42a:face:b00c:3333:7020,2
865679,2001:4458:4000:42a:face:b00c:0:a7,0
865680,2001:4458:4000:42a:face:b00c:0:358e,2
865701,2001:4458:4000:426:face:b00c:4444:5067,2
865702,2001:4458:4000:426:face:b00c:3333:a3f,0
865703,2001:4458:4000:426:face:b00c:3333:7020,2
865704,2001:4458:4000:426:face:b00c:1155:a59,2
865705,2001:4458:4000:426:face:b00c:0:a7,0
865706,2001:4458:4000:426:face:b00c:0:358e,2
865770,2001:4450:c:e203:face:b00c:3333:a3f,0
865771,2001:4450:c:e203:face:b00c:3333:1b26,2
865772,2001:4450:c:e203:face:b00c:1155:a59,2
865773,2001:4450:c:e203:face:b00c:0:a7,0
865774,2001:4450:c:e203:face:b00c:0:358e,2
865775,2001:4450:c:e201:face:b00c:3333:a3f,0
865776,2001:4450:c:e201:face:b00c:3333:1b26,2
865777,2001:4450:c:e201:face:b00c:1155:a59,2
865778,2001:4450:c:e201:face:b00c:0:a7,0
865779,2001:4450:c:e201:face:b00c:0:358e,2
865786,2001:4450:8:e203:face:b00c:3333:a3f,0
865787,2001:4450:8:e203:face:b00c:3333:1b26,2
865788,2001:4450:8:e203:face:b00c:1155:a59,2
865789,2001:4450:8:e203:face:b00c:0:a7,0
865790,2001:4450:8:e203:face:b00c:0:358e,2
865791,2001:4450:8:e201:face:b00c:3333:a3f,0
865792,2001:4450:8:e201:face:b00c:3333:1b26,2
865793,2001:4450:8:e201:face:b00c:1155:a59,2
865794,2001:4450:8:e201:face:b00c:0:a7,0
865795,2001:4450:8:e201:face:b00c:0:358e,2
865822,2001:4450:4:e201:face:b00c:3333:a3f,0
865823,2001:4450:4:e201:face:b00c:3333:1b26,2
865824,2001:4450:4:e201:face:b00c:1155:a59,2
865825,2001:4450:4:e201:face:b00c:0:a7,0
865826,2001:4450:4:e201:face:b00c:0:358e,2
865880,2001:4450:24:e201:face:b00c:3333:a3f,0
865881,2001:4450:24:e201:face:b00c:3333:1b26,2
865882,2001:4450:24:e201:face:b00c:1155:a59,2
865883,2001:4450:24:e201:face:b00c:0:a7,0
865884,2001:4450:24:e201:face:b00c:0:358e,2
865890,2001:4450:20:e201:face:b00c:3333:a3f,0
865891,2001:4450:20:e201:face:b00c:3333:1b26,2
865892,2001:4450:20:e201:face:b00c:0:a7,0
865893,2001:4450:20:e201:face:b00c:0:358e,2
865914,2001:4450:18:e203:face:b00c:3333:a3f,0
865915,2001:4450:18:e203:face:b00c:3333:1b26,2
865916,2001:4450:18:e203:face:b00c:1155:a59,2
865917,2001:4450:18:e203:face:b00c:0:a7,0
865918,2001:4450:18:e203:face:b00c:0:358e,2
865919,2001:4450:18:e201:face:b00c:3333:a3f,0
865920,2001:4450:18:e201:face:b00c:3333:1b26,2
865921,2001:4450:18:e201:face:b00c:1155:a59,2
865922,2001:4450:18:e201:face:b00c:0:a7,0
865923,2001:4450:18:e201:face:b00c:0:358e,2
865948,2001:4450:10:e201:face:b00c:3333:a3f,0
865949,2001:4450:10:e201:face:b00c:3333:1b26,2
865950,2001:4450:10:e201:face:b00c:1155:a59,2
865951,2001:4450:10:e201:face:b00c:0:a7,0
865952,2001:4450:10:e201:face:b00c:0:358e,2
865991,2001:4450:0:e203:face:b00c:3333:a3f,0
865992,2001:4450:0:e203:face:b00c:3333:1b26,2
865993,2001:4450:0:e203:face:b00c:1155:a59,2
865994,2001:4450:0:e203:face:b00c:0:a7,0
865995,2001:4450:0:e203:face:b00c:0:358e,2
865996,2001:4450:0:e201:face:b00c:3333:a3f,0
865997,2001:4450:0:e201:face:b00c:3333:1b26,2
865998,2001:4450:0:e201:face:b00c:1155:a59,2
865999,2001:4450:0:e201:face:b00c:0:a7,0
866000,2001:4450:0:e201:face:b00c:0:358e,2
870816,2001:4298:88:6000:face:b00c:3333:a3f,0
870817,2001:4298:88:6000:face:b00c:3333:7020,2
870818,2001:4298:88:6000:face:b00c:0:a7,0
870819,2001:4298:88:6000:face:b00c:0:358e,2
870844,2001:4290:f:0:face:b00c:3333:a3f,0
870845,2001:4290:f:0:face:b00c:3333:7020,2
870846,2001:4290:f:0:face:b00c:0:a7,0
870847,2001:4290:f:0:face:b00c:0:358e,2
870848,2001:4290:e:0:face:b00c:3333:a3f,0
870849,2001:4290:e:0:face:b00c:3333:7020,2
870850,2001:4290:e:0:face:b00c:0:a7,0
870851,2001:4290:e:0:face:b00c:0:358e,2
870861,2001:4290:6:0:face:b00c:3333:a3f,0
872128,2001:4258:fb:0:face:b00c:3333:a3f,0
872207,2001:4248:0:69:face:b00c:3333:a3f,0
872208,2001:4248:0:69:face:b00c:3333:7020,2
872209,2001:4248:0:69:face:b00c:3333:1b26,2
872210,2001:4248:0:69:face:b00c:0:a7,0
872334,2001:4218:2000:106:face:b00c:3333:a3f,0
872335,2001:4218:2000:106:face:b00c:3333:7020,2
872336,2001:4218:2000:106:face:b00c:1155:a59,2
872337,2001:4218:2000:106:face:b00c:0:a7,0
872338,2001:4218:2000:106:face:b00c:0:358e,2
872339,2001:4218:1002:0:face:b00c:3333:a3f,0
872340,2001:4218:1002:0:face:b00c:3333:7020,2
872341,2001:4218:1002:0:face:b00c:1155:a59,2
872342,2001:4218:1002:0:face:b00c:0:a7,0
872343,2001:4218:1002:0:face:b00c:0:358e,2
872353,2001:420:c001:e::,0
872354,2001:420:c001:b::1,0
872355,2001:420:c001:b::,0
872356,2001:420:c001:a::,0
872357,2001:420:c001::,0
872358,2001:420:c001:7::1,0
872359,2001:420:c001:7::,0
872360,2001:420:c001:6::1,0
872361,2001:420:c001:6::,0
872362,2001:420:c001:5::1,0
872363,2001:420:c001:5::,0
872364,2001:420:c001:4::1,0
872365,2001:420:c001:4::,0
872366,2001:420:c001:3::1,0
872367,2001:420:c001:3::,0
872368,2001:420:c001:2::,0
872369,2001:420:c001:22::,0
872370,2001:420:c001:1::1,0
872371,2001:420:c001:1::,0
872372,2001:420:c001:19::,0
873607,2001:4200:5000:ffff::face,0
873608,2001:4200:5000:ffff::dead,0
873895,2001:41d0:fe1a:5a03::dead:beef,0
873898,2001:41d0:fe1a:5a02::dead:beef,0
873901,2001:41d0:fe18:1b00::cafe,0
874889,2001:41d0:d:28dc::c001,0
874916,2001:41d0:d:272d:1337:c0de:0:1,0
874924,2001:41d0:d:2646::feed:beef,0
875209,2001:41d0:c:aeb::cafe:100,0
876178,2001:41d0:a:799a::beef,0
876217,2001:41d0:a:756f::cafe,0
876822,2001:41d0:a:5be::feed,0
877336,2001:41d0:a:438a::face,0
877338,2001:41d0:a:438a::dead,0
877341,2001:41d0:a:438a::cafe,0
877343,2001:41d0:a:438a::c0de,0
877346,2001:41d0:a:438a::beef,0
877638,2001:41d0:a:37b6::b00b,0
877814,2001:41d0:a:2f7d:fa11:cccc:c0de:beef,2
877815,2001:41d0:a:2f7d:beef:beef:beef:beef,0
877817,2001:41d0:a:2f7d::c0de:c0de,0
877818,2001:41d0:a:2f7d:1cb1:bb:0:beef,0
877845,2001:41d0:a:2e2b:c001:cafe:c001:1a1a,0
877846,2001:41d0:a:2e2b:b00b:b00b:b00b:b00b,0
877893,2001:41d0:a:2c68::b00b,0
877898,2001:41d0:a:2c2c::cafe,0
878172,2001:41d0:a:2474::1024:dead,0
878173,2001:41d0:a:2474::1024:beef,0
878345,2001:41d0:a:20c4:0:dead:beaf:cafe,2
878400,2001:41d0:a:1f0c::dead,0
878401,2001:41d0:a:1f0c::beef,0
878508,2001:41d0:a:1827::c00b:c0de,0
878627,2001:41d0:a:1599:44:a14e:54f7:cafe,2
878628,2001:41d0:a:1599:44:a14e:54f7:c0de,2
879506,2001:41d0:8:ec26::cafe:1,0
879880,2001:41d0:8:de15::dead:beef,0
880158,2001:41d0:8:d487::dead:face,0
880159,2001:41d0:8:d487::dead:c0de,0
880161,2001:41d0:8:d487::bad:beef,0
880164,2001:41d0:8:d487:0:1ce:1ce:babe,0
880294,2001:41d0:8:cc80:beef:cafe:0:3,0
880295,2001:41d0:8:cc80:beef:cafe:0:1,0
880776,2001:41d0:8:baae::dead:beef,0
880876,2001:41d0:8:b74b:5afe:50c:1a1:feed,2
881133,2001:41d0:8:9c26::dead:1337,0
881659,2001:41d0:8:86a2:0:f00d:2:face,0
882073,2001:41d0:8:6b2c::beef,0
882212,2001:41d0:8:621b::beef:5,0
882213,2001:41d0:8:621b::beef:4,0
882214,2001:41d0:8:621b::beef:3,0
882215,2001:41d0:8:621b::beef:224,0
882216,2001:41d0:8:621b::beef:2,0
882237,2001:41d0:8:60e6:7661:9a3f:dead:cafe,2
882239,2001:41d0:8:60e6:7661:3a67:dead:cafe,2
882791,2001:41d0:8:4135::cafe:1,0
883416,2001:41d0:8:1644:dead:beef:cafe:babe,0
883418,2001:41d0:8:1644::dead:c0de,0
883643,2001:41d0:800:e7:a11:beef:7ac0:6,2
883644,2001:41d0:800:e7:a11:beef:7ac0:5,2
883645,2001:41d0:800:e7:a11:beef:7ac0:4,2
883646,2001:41d0:800:e7:a11:beef:7ac0:2,2
883669,2001:41d0:800:ba0:a11:beef:7ac0:e,2
883670,2001:41d0:800:ba0:a11:beef:7ac0:b,2
883671,2001:41d0:800:ba0:a11:beef:7ac0:a,2
883672,2001:41d0:800:ba0:a11:beef:7ac0:9,2
883673,2001:41d0:800:ba0:a11:beef:7ac0:8,2
883674,2001:41d0:800:ba0:a11:beef:7ac0:7,2
883675,2001:41d0:800:ba0:a11:beef:7ac0:6,2
883676,2001:41d0:800:ba0:a11:beef:7ac0:5,2
883677,2001:41d0:800:ba0:a11:beef:7ac0:3,2
883678,2001:41d0:800:ba0:a11:beef:7ac0:2,2
883679,2001:41d0:800:ba0:a11:beef:7ac0:11,2
883680,2001:41d0:800:ba0:a11:beef:7ac0:10,2
883681,2001:41d0:800:ba0:a11:beef:7ac0:1,2
883682,2001:41d0:800:ba0:a11:beef:7ac0:0,2
883723,2001:41d0:800:7b8:dead:beef:43:82c,2
883826,2001:41d0:800:1618:1:feed:a11:dead,0
884383,2001:41d0:700:2f8e:babe::cafe,0
884423,2001:41d0:700:25d::add:cafe,0
884424,2001:41d0:700:25d::add:beef,0
884445,2001:41d0:700:235b:dead:beef:dead:beef,0
884446,2001:41d0:700:235b:dead:beef::,0
885944,2001:41d0:604:109:dead:c0de:666:2137,2
886128,2001:41d0:602:2cda::cafe,0
889054,2001:41d0:403:2663:0:dead:beef:1,0
891205,2001:41d0:401:2100::6:feed,0
893095,2001:41d0:303:5dea:0:dead:beef:1,0
893587,2001:41d0:303:2b0d::dead,0
893613,2001:41d0:303:271d:dd05:face:dead:1300,2
893614,2001:41d0:303:271d:dd05:face:dead:1200,2
893615,2001:41d0:303:271d:dd05:face:dead:1100,2
893616,2001:41d0:303:271d:dd05:add:b0de:c0de,0
893846,2001:41d0:303:109a::cafe,0
898726,2001:41d0:2:ee5e::feed,0
898729,2001:41d0:2:ee5e::cafe,0
898730,2001:41d0:2:ee5e::beef,0
901376,2001:41d0:2:c513:0:dead:beaf:cafe,2
901383,2001:41d0:2:c4a6::dead:c0de,0
901467,2001:41d0:2:c0c7:0:1ce:1ce:babe,0
901750,2001:41d0:2:b53a:0:dead:beef:5010,0
902228,2001:41d0:2:a217:feed:f00d:2:d06e,0
902492,2001:41d0:2:9835::dead,0
902637,2001:41d0:2:928d:c001:cafe:c001:1a1a,0
903063,2001:41d0:2:8169:0:dead:beef:1,0
903223,2001:41d0:2:7ad5:0:dead:beef:cafe,0
903672,2001:41d0:2:5bf::face,0
903843,2001:41d0:2:579e:0:bad:cafe:babe,0
904321,2001:41d0:2:3fda::dead:dead,0
904322,2001:41d0:2:3fda::dead,0
904323,2001:41d0:2:3fda::babe,0
904324,2001:41d0:2:3fd8:dead::a,0
904325,2001:41d0:2:3fd8:dead::80,0
904326,2001:41d0:2:3fd8:dead::50,0
904327,2001:41d0:2:3fd8:dead::25,0
904479,2001:41d0:2:3677:dead:beef:0:80,0
904480,2001:41d0:2:3677:cafe::53,0
904592,2001:41d0:2:2f8a::face,0
904594,2001:41d0:2:2f8a::babe,0
904766,2001:41d0:2:24e0:bad:cafe:1337:1038,2
904767,2001:41d0:2:24e0:bad:cafe:1337:1037,2
904768,2001:41d0:2:24e0:bad:cafe:1337:1036,2
904769,2001:41d0:2:24e0:bad:cafe:1337:1035,2
904770,2001:41d0:2:24e0:bad:cafe:1337:1034,2
904771,2001:41d0:2:24e0:bad:cafe:1337:1033,2
904772,2001:41d0:2:24e0:bad:cafe:1337:1032,2
904773,2001:41d0:2:24e0:bad:cafe:1337:1030,2
904774,2001:41d0:2:24e0:bad:cafe:1337:1029,2
904775,2001:41d0:2:24e0:bad:cafe:1337:1027,2
904776,2001:41d0:2:24e0:bad:cafe:1337:1026,2
904777,2001:41d0:2:24e0:bad:cafe:1337:1023,2
904778,2001:41d0:2:24e0:bad:cafe:1337:1010,2
904779,2001:41d0:2:24e0:bad:cafe:1337:1009,2
904780,2001:41d0:2:24e0:bad:cafe:1337:1008,2
904781,2001:41d0:2:24e0:bad:cafe:1337:1007,2
904782,2001:41d0:2:24e0:bad:cafe:1337:1006,2
904783,2001:41d0:2:24e0:bad:cafe:1337:1005,2
904784,2001:41d0:2:24e0:bad:cafe:1337:1004,2
904785,2001:41d0:2:24e0:bad:cafe:1337:1003,2
904786,2001:41d0:2:24e0:bad:cafe:1337:1002,2
904787,2001:41d0:2:24e0:bad:cafe:1337:1000,2
904788,2001:41d0:2:24e0:bad:cafe:0:3,0
904789,2001:41d0:2:24e0:bad:cafe:0:2,0
904790,2001:41d0:2:24e0:bad:cafe:0:1006,0
904791,2001:41d0:2:24e0:bad:cafe:0:1005,0
904792,2001:41d0:2:24e0:bad:cafe:0:1004,0
904793,2001:41d0:2:24e0:bad:cafe:0:1003,0
904794,2001:41d0:2:24e0:bad:cafe:0:1002,0
904795,2001:41d0:2:24e0:bad:cafe:0:1001,0
904796,2001:41d0:2:24e0:bad:cafe:0:1000,0
905467,2001:41d0:203:662:babe::f3,0
905468,2001:41d0:203:662:babe::e1,0
906675,2001:41d0:1:e270:cafe:c191:19aa:c737,2
907244,2001:41d0:1:bea7::cafe:8,0
907245,2001:41d0:1:bea7::cafe:6,0
907246,2001:41d0:1:bea7::cafe:4,0
907557,2001:41d0:1:a99e:face::,0
907558,2001:41d0:1:a99e:dead:face::,0
907717,2001:41d0:1:a21c::beef,0
908217,2001:41d0:1:89a4::beef,0
908231,2001:41d0:1:8919::bad:c0de,0
908238,2001:41d0:1:8919:1:5ee:bad:c0de,0
908946,2001:41d0:1:6343::cafe,0
911004,2001:41d0:1004:2bf::b00b,0
911355,2001:41d0:1000:2b1a:c001:cafe:c001:1a1a,0
911607,2001:41d0:1000:13dc::cafe,0
911609,2001:41d0:1000:13dc::babe,0
913240,2001:41c9:0:1031::beef,0
913599,2001:41c8:51:7b0:feed:face:dead:beef,0
913895,2001:41c8:51:4b4::cafe,0
914155,2001:41c8:50::beef,0
915220,2001:41b8:41:b8::beef:255,0
915221,2001:41b8:41:b8::beef:254,0
915222,2001:41b8:41:b8::beef:253,0
915223,2001:41b8:41:b8::beef:252,0
915224,2001:41b8:41:b8::beef:251,0
915225,2001:41b8:41:b8::beef:250,0
915226,2001:41b8:41:b8::beef:249,0
915391,2001:41b0:fe:10:face:b00c:3333:a3f,0
915392,2001:41b0:fe:10:face:b00c:0:a7,0
915393,2001:41b0:fe:10:face:b00c:0:358e,2
915422,2001:41b0:4fe:0:face:b00c:3333:a3f,0
915423,2001:41b0:4fe:0:face:b00c:0:a7,0
915424,2001:41b0:4fe:0:face:b00c:0:358e,2
915429,2001:41b0:1ff:df00:face:b00c:3333:a3f,0
915430,2001:41b0:1ff:df00:face:b00c:0:a7,0
915431,2001:41b0:1ff:df00:face:b00c:0:358e,2
917149,2001:4190:8002:1::1:face,0
921597,2001:4178:2:2::b00b,0
921614,2001:4178:2:1425::dead:beef,0
921656,2001:4178:2:1269:dead:beef:cafe:fed5,0
921699,2001:4178:2:10::dead:beef,0
921700,2001:4178:2:10::b00b:babe,0
921741,2001:4178:0:face::3,0
921742,2001:4178:0:face::2,0
921743,2001:4178:0:face::1,0
921846,2001:4168:feed:feed::5,0
921847,2001:4168:feed::3,0
921848,2001:4168:feed::2,0
921849,2001:4168:feed:1::5,0
921850,2001:4168:feed:1::1c,0
921851,2001:4168:feed:1::12,0
921852,2001:4168:beef::1,0
921853,2001:4168:beef:1::2,0
921854,2001:4168:beef:1::16,0
921855,2001:4168:beef:1::1,0
921856,2001:4168:babe:3::47,0
921857,2001:4168:babe:2::2,0
922701,2001:40e8:0:10:babe::1,0
923279,2001:40a8:4400:5:face:b00c:3333:a3f,0
923280,2001:40a8:4400:5:face:b00c:3333:7020,2
923281,2001:40a8:4400:5:face:b00c:0:a7,0
923282,2001:40a8:4400:5:face:b00c:0:358e,2
923299,2001:40a8:4400:15:face:b00c:3333:a3f,0
923300,2001:40a8:4400:15:face:b00c:3333:7020,2
923301,2001:40a8:4400:15:face:b00c:0:a7,0
923302,2001:40a8:4400:15:face:b00c:0:358e,2
923533,2001:4060:dead:d1d1::f001,0
923534,2001:4060:dead:d1d0:825e:c0ff:fe08:adf0,1
923535,2001:4060:dead:d1d0:204:13ff:fe30:228d,1
923536,2001:4060:dead:beef:ca60:ff:fedd:f86c,1
923537,2001:4060:dead:beef::f001,0
923538,2001:4060:dead:beef::1907:2,0
923539,2001:4060:dead:beef::1907:1,0
923540,2001:4060:dead:beef::1907,0
923541,2001:4060:dead:beef::1,0
923542,2001:4060:dead:beef:5054:ff:fed5:9a37,1
923543,2001:4060:dead:beef:5054:ff:fe40:14a4,1
923544,2001:4060:dead:beef:2e0:7dff:fee5:485c,1
923545,2001:4060:dead:beef:250:8bff:fede:940,1
923546,2001:4060:dead:beef:213:d3ff:fea8:8ef8,1
923547,2001:4060:dead:babe:f98e:1e76:385b:faa0,2
923548,2001:4060:dead:babe:ba27:ebff:fe6a:3d3b,1
923549,2001:4060:dead:babe:ba27:ebff:fe46:287c,1
923550,2001:4060:dead:babe:ba27:ebff:fe2e:90e9,1
923551,2001:4060:dead:babe:b675:eff:fec4:85c,1
923552,2001:4060:dead:babe::f005,0
923553,2001:4060:dead:babe::f004,0
923554,2001:4060:dead:babe::f003,0
923555,2001:4060:dead:babe::f002,0
923556,2001:4060:dead:babe::f001,0
923557,2001:4060:dead:babe:2eb:d5ff:fe2f:b769,1
923558,2001:4060:dead:babe:2eb:d5ff:fe2f:a397,1
923559,2001:4060:dead:babe:225:4bff:febe:6fe2,1
923560,2001:4060:dead:babe:208:9bff:febd:2bcb,1
923561,2001:4060:dead::2,0
923562,2001:4060:dead::1,0
923892,2001:4048:ffff:113:face:b00c:3333:a3f,0
923893,2001:4048:ffff:113:face:b00c:0:a7,0
925784,2001:3c8:4107:face::11,0
925785,2001:3c8:4107:c0de::12,0
925786,2001:3c8:4107:c0de::11,0
925791,2001:3c8:4007:cafe::f,0
925792,2001:3c8:4007:cafe::2,0
925793,2001:3c8:4007:cafe::17,0
925809,2001:3c8:2705:face::5,0
925810,2001:3c8:2705:face::4,0
925811,2001:3c8:2705:face::1,0
926014,2001:3c8:1012:feed:4621::2,0
926015,2001:3c8:1012:feed:4621::1,0
928858,2001:3a0:feed:f::2,0
928859,2001:3a0:feed:f::1,0
928860,2001:3a0:feed:e::2,0
928861,2001:3a0:feed:e::1,0
928862,2001:3a0:feed::9,0
928863,2001:3a0:feed::8,0
928864,2001:3a0:feed::6,0
928865,2001:3a0:feed::4,0
928866,2001:3a0:feed::3,0
928886,2001:3a0:e000::1:feed,0
928887,2001:3a0:e000:5::feed,0
928888,2001:3a0:e000:5::dead,0
928889,2001:3a0:e000:5::cafe,0
930656,2001:388:608c:4e04:a60:6eff:feed:c036,1
